acid_id,acid_name,formula,concentration_pct,temperature_c,density_kg_l
nitric,硝酸,HNO3,51,20,1.316
nitric,硝酸,HNO3,51,25,1.3102
nitric,硝酸,HNO3,51,30,1.3045
nitric,硝酸,HNO3,51,40,1.2923
nitric,硝酸,HNO3,51,50,1.2802
nitric,硝酸,HNO3,51,60,1.268
nitric,硝酸,HNO3,51,80,1.2425
nitric,硝酸,HNO3,51,100,1.2163
nitric,硝酸,HNO3,52,0,1.3454
nitric,硝酸,HNO3,52,5,1.3401
nitric,硝酸,HNO3,52,10,1.3338
nitric,硝酸,HNO3,52,15,1.3278
nitric,硝酸,HNO3,52,20,1.3219
nitric,硝酸,HNO3,52,25,1.316
nitric,硝酸,HNO3,52,30,1.3102
nitric,硝酸,HNO3,52,40,1.2978
nitric,硝酸,HNO3,52,50,1.2856
nitric,硝酸,HNO3,52,60,1.2731
nitric,硝酸,HNO3,52,80,1.2473
nitric,硝酸,HNO3,52,100,1.2208
nitric,硝酸,HNO3,53,0,1.3517
nitric,硝酸,HNO3,53,5,1.3462
nitric,硝酸,HNO3,53,10,1.3399
nitric,硝酸,HNO3,53,15,1.3338
nitric,硝酸,HNO3,53,20,1.3278
nitric,硝酸,HNO3,53,25,1.3218
nitric,硝酸,HNO3,53,30,1.3159
nitric,硝酸,HNO3,53,40,1.3033
nitric,硝酸,HNO3,53,50,1.2909
nitric,硝酸,HNO3,53,60,1.2782
nitric,硝酸,HNO3,53,80,1.2521
nitric,硝酸,HNO3,53,100,1.2252
nitric,硝酸,HNO3,54,0,1.3579
nitric,硝酸,HNO3,54,5,1.3523
nitric,硝酸,HNO3,54,10,1.3459
nitric,硝酸,HNO3,54,15,1.3397
nitric,硝酸,HNO3,54,20,1.3336
nitric,硝酸,HNO3,54,25,1.3275
nitric,硝酸,HNO3,54,30,1.3215
nitric,硝酸,HNO3,54,40,1.3087
nitric,硝酸,HNO3,54,50,1.2961
nitric,硝酸,HNO3,54,60,1.2833
nitric,硝酸,HNO3,54,80,1.2568
nitric,硝酸,HNO3,54,100,1.2296
nitric,硝酸,HNO3,55,0,1.364
nitric,硝酸,HNO3,55,5,1.3583
nitric,硝酸,HNO3,55,10,1.3518
nitric,硝酸,HNO3,55,15,1.3455
nitric,硝酸,HNO3,55,20,1.3393
nitric,硝酸,HNO3,55,25,1.3331
nitric,硝酸,HNO3,55,30,1.327
nitric,硝酸,HNO3,55,40,1.3141
nitric,硝酸,HNO3,55,50,1.3013
nitric,硝酸,HNO3,55,60,1.2883
nitric,硝酸,HNO3,55,80,1.2615
nitric,硝酸,HNO3,55,100,1.2339
nitric,硝酸,HNO3,56,0,1.37
nitric,硝酸,HNO3,56,5,1.3642
nitric,硝酸,HNO3,56,10,1.3576
nitric,硝酸,HNO3,56,15,1.3512
nitric,硝酸,HNO3,56,20,1.3449
nitric,硝酸,HNO3,56,25,1.3386
nitric,硝酸,HNO3,56,30,1.3324
nitric,硝酸,HNO3,56,40,1.3194
nitric,硝酸,HNO3,56,50,1.3064
nitric,硝酸,HNO3,56,60,1.2932
nitric,硝酸,HNO3,56,80,1.2661
nitric,硝酸,HNO3,56,100,1.2382
nitric,硝酸,HNO3,57,0,1.3759
nitric,硝酸,HNO3,57,5,1.37
nitric,硝酸,HNO3,57,10,1.3634
nitric,硝酸,HNO3,57,15,1.3569
nitric,硝酸,HNO3,57,20,1.3505
nitric,硝酸,HNO3,57,25,1.3441
nitric,硝酸,HNO3,57,30,1.3377
nitric,硝酸,HNO3,57,40,1.3246
nitric,硝酸,HNO3,57,50,1.3114
nitric,硝酸,HNO3,57,60,1.2981
nitric,硝酸,HNO3,57,80,1.2706
nitric,硝酸,HNO3,57,100,1.2424
nitric,硝酸,HNO3,58,0,1.3818
nitric,硝酸,HNO3,58,5,1.3757
nitric,硝酸,HNO3,58,10,1.3691
nitric,硝酸,HNO3,58,15,1.3625
nitric,硝酸,HNO3,58,20,1.356
nitric,硝酸,HNO3,58,25,1.3495
nitric,硝酸,HNO3,58,30,1.343
nitric,硝酸,HNO3,58,40,1.3298
nitric,硝酸,HNO3,58,50,1.3164
nitric,硝酸,HNO3,58,60,1.3029
nitric,硝酸,HNO3,58,80,1.2751
nitric,硝酸,HNO3,58,100,1.2466
nitric,硝酸,HNO3,59,0,1.3875
nitric,硝酸,HNO3,59,5,1.3813
nitric,硝酸,HNO3,59,10,1.3747
nitric,硝酸,HNO3,59,15,1.368
nitric,硝酸,HNO3,59,20,1.3614
nitric,硝酸,HNO3,59,25,1.3548
nitric,硝酸,HNO3,59,30,1.3482
nitric,硝酸,HNO3,59,40,1.3348
nitric,硝酸,HNO3,59,50,1.3213
nitric,硝酸,HNO3,59,60,1.3077
nitric,硝酸,HNO3,59,80,1.2795
nitric,硝酸,HNO3,59,100,1.2507
nitric,硝酸,HNO3,60,0,1.3931
nitric,硝酸,HNO3,60,5,1.3868
nitric,硝酸,HNO3,60,10,1.3801
nitric,硝酸,HNO3,60,15,1.3734
nitric,硝酸,HNO3,60,20,1.3667
nitric,硝酸,HNO3,60,25,1.36
nitric,硝酸,HNO3,60,30,1.3533
nitric,硝酸,HNO3,60,40,1.3398
nitric,硝酸,HNO3,60,50,1.3261
nitric,硝酸,HNO3,60,60,1.3124
nitric,硝酸,HNO3,60,80,1.2839
nitric,硝酸,HNO3,60,100,1.2547
nitric,硝酸,HNO3,61,0,1.3986
nitric,硝酸,HNO3,61,5,1.3922
nitric,硝酸,HNO3,61,10,1.3855
nitric,硝酸,HNO3,61,15,1.3787
nitric,硝酸,HNO3,61,20,1.3719
nitric,硝酸,HNO3,61,25,1.3651
nitric,硝酸,HNO3,61,30,1.3583
nitric,硝酸,HNO3,61,40,1.3447
nitric,硝酸,HNO3,61,50,1.3308
nitric,硝酸,HNO3,61,60,1.3169
nitric,硝酸,HNO3,61,80,1.2881
nitric,硝酸,HNO3,61,100,1.2587
nitric,硝酸,HNO3,62,0,1.4039
nitric,硝酸,HNO3,62,5,1.3975
nitric,硝酸,HNO3,62,10,1.3907
nitric,硝酸,HNO3,62,15,1.3838
nitric,硝酸,HNO3,62,20,1.3769
nitric,硝酸,HNO3,62,25,1.37
nitric,硝酸,HNO3,62,30,1.3632
nitric,硝酸,HNO3,62,40,1.3494
nitric,硝酸,HNO3,62,50,1.3354
nitric,硝酸,HNO3,62,60,1.3213
nitric,硝酸,HNO3,62,80,1.2922
nitric,硝酸,HNO3,62,100,1.2625
nitric,硝酸,HNO3,63,0,1.4091
nitric,硝酸,HNO3,63,5,1.4027
nitric,硝酸,HNO3,63,10,1.3958
nitric,硝酸,HNO3,63,15,1.3888
nitric,硝酸,HNO3,63,20,1.3818
nitric,硝酸,HNO3,63,25,1.3748
nitric,硝酸,HNO3,63,30,1.3679
nitric,硝酸,HNO3,63,40,1.354
nitric,硝酸,HNO3,63,50,1.3398
nitric,硝酸,HNO3,63,60,1.3255
nitric,硝酸,HNO3,63,80,1.2962
nitric,硝酸,HNO3,63,100,1.2661
nitric,硝酸,HNO3,64,5,1.4078
nitric,硝酸,HNO3,64,10,1.4007
nitric,硝酸,HNO3,64,15,1.3936
nitric,硝酸,HNO3,64,20,1.3866
nitric,硝酸,HNO3,64,25,1.3795
nitric,硝酸,HNO3,64,30,1.3725
nitric,硝酸,HNO3,65,5,1.4128
nitric,硝酸,HNO3,65,10,1.4055
nitric,硝酸,HNO3,65,15,1.3984
nitric,硝酸,HNO3,65,20,1.3913
nitric,硝酸,HNO3,65,25,1.3841
nitric,硝酸,HNO3,65,30,1.377
nitric,硝酸,HNO3,66,5,1.4177
nitric,硝酸,HNO3,66,10,1.4103
nitric,硝酸,HNO3,66,15,1.4031
nitric,硝酸,HNO3,66,20,1.3959
nitric,硝酸,HNO3,66,25,1.3887
nitric,硝酸,HNO3,66,30,1.3814
nitric,硝酸,HNO3,67,5,1.4224
nitric,硝酸,HNO3,67,10,1.415
nitric,硝酸,HNO3,67,15,1.4077
nitric,硝酸,HNO3,67,20,1.4004
nitric,硝酸,HNO3,67,25,1.3932
nitric,硝酸,HNO3,67,30,1.3857
nitric,硝酸,HNO3,68,5,1.4271
nitric,硝酸,HNO3,68,10,1.4196
nitric,硝酸,HNO3,68,15,1.4122
nitric,硝酸,HNO3,68,20,1.4048
nitric,硝酸,HNO3,68,25,1.3976
nitric,硝酸,HNO3,68,30,1.39
nitric,硝酸,HNO3,69,5,1.4317
nitric,硝酸,HNO3,69,10,1.4241
nitric,硝酸,HNO3,69,15,1.4166
nitric,硝酸,HNO3,69,20,1.4091
nitric,硝酸,HNO3,69,25,1.4019
nitric,硝酸,HNO3,69,30,1.3942
nitric,硝酸,HNO3,70,5,1.4362
nitric,硝酸,HNO3,70,10,1.4285
nitric,硝酸,HNO3,70,15,1.421
nitric,硝酸,HNO3,70,20,1.4134
nitric,硝酸,HNO3,70,25,1.4061
nitric,硝酸,HNO3,70,30,1.3983
nitric,硝酸,HNO3,71,5,1.4406
nitric,硝酸,HNO3,71,10,1.4328
nitric,硝酸,HNO3,71,15,1.4252
nitric,硝酸,HNO3,71,20,1.4176
nitric,硝酸,HNO3,71,25,1.4102
nitric,硝酸,HNO3,71,30,1.4023
nitric,硝酸,HNO3,72,5,1.4449
nitric,硝酸,HNO3,72,10,1.4371
nitric,硝酸,HNO3,72,15,1.4294
nitric,硝酸,HNO3,72,20,1.4218
nitric,硝酸,HNO3,72,25,1.4142
nitric,硝酸,HNO3,72,30,1.4063
nitric,硝酸,HNO3,73,5,1.4491
nitric,硝酸,HNO3,73,10,1.4413
nitric,硝酸,HNO3,73,15,1.4335
nitric,硝酸,HNO3,73,20,1.4258
nitric,硝酸,HNO3,73,25,1.4182
nitric,硝酸,HNO3,73,30,1.4103
nitric,硝酸,HNO3,74,5,1.4532
nitric,硝酸,HNO3,74,10,1.4454
nitric,硝酸,HNO3,74,15,1.4376
nitric,硝酸,HNO3,74,20,1.4298
nitric,硝酸,HNO3,74,25,1.4221
nitric,硝酸,HNO3,74,30,1.4142
nitric,硝酸,HNO3,75,5,1.4573
nitric,硝酸,HNO3,75,10,1.4494
nitric,硝酸,HNO3,75,15,1.4415
nitric,硝酸,HNO3,75,20,1.4337
nitric,硝酸,HNO3,75,25,1.4259
nitric,硝酸,HNO3,75,30,1.418
nitric,硝酸,HNO3,76,5,1.4613
nitric,硝酸,HNO3,76,10,1.4533
nitric,硝酸,HNO3,76,15,1.4454
nitric,硝酸,HNO3,76,20,1.4375
nitric,硝酸,HNO3,76,25,1.4296
nitric,硝酸,HNO3,76,30,1.4217
nitric,硝酸,HNO3,77,5,1.4652
nitric,硝酸,HNO3,77,10,1.4572
nitric,硝酸,HNO3,77,15,1.4492
nitric,硝酸,HNO3,77,20,1.4413
nitric,硝酸,HNO3,77,25,1.4333
nitric,硝酸,HNO3,77,30,1.4253
nitric,硝酸,HNO3,78,5,1.469
nitric,硝酸,HNO3,78,10,1.461
nitric,硝酸,HNO3,78,15,1.4529
nitric,硝酸,HNO3,78,20,1.445
nitric,硝酸,HNO3,78,25,1.4369
nitric,硝酸,HNO3,78,30,1.4288
nitric,硝酸,HNO3,79,5,1.4727
nitric,硝酸,HNO3,79,10,1.4647
nitric,硝酸,HNO3,79,15,1.4565
nitric,硝酸,HNO3,79,20,1.4486
nitric,硝酸,HNO3,79,25,1.4404
nitric,硝酸,HNO3,79,30,1.4323
nitric,硝酸,HNO3,80,5,1.4764
nitric,硝酸,HNO3,80,10,1.4683
nitric,硝酸,HNO3,80,15,1.4601
nitric,硝酸,HNO3,80,20,1.4521
nitric,硝酸,HNO3,80,25,1.4439
nitric,硝酸,HNO3,80,30,1.4357
nitric,硝酸,HNO3,81,5,1.48
nitric,硝酸,HNO3,81,10,1.4718
nitric,硝酸,HNO3,81,15,1.4636
nitric,硝酸,HNO3,81,20,1.4555
nitric,硝酸,HNO3,81,25,1.4473
nitric,硝酸,HNO3,81,30,1.4391
nitric,硝酸,HNO3,82,5,1.4835
nitric,硝酸,HNO3,82,10,1.4753
nitric,硝酸,HNO3,82,15,1.467
nitric,硝酸,HNO3,82,20,1.4589
nitric,硝酸,HNO3,82,25,1.4507
nitric,硝酸,HNO3,82,30,1.4424
nitric,硝酸,HNO3,83,5,1.4869
nitric,硝酸,HNO3,83,10,1.4787
nitric,硝酸,HNO3,83,15,1.4704
nitric,硝酸,HNO3,83,20,1.4622
nitric,硝酸,HNO3,83,25,1.454
nitric,硝酸,HNO3,83,30,1.4456
nitric,硝酸,HNO3,84,5,1.4903
nitric,硝酸,HNO3,84,10,1.482
nitric,硝酸,HNO3,84,15,1.4737
nitric,硝酸,HNO3,84,20,1.4655
nitric,硝酸,HNO3,84,25,1.4572
nitric,硝酸,HNO3,84,30,1.4487
nitric,硝酸,HNO3,85,5,1.4936
nitric,硝酸,HNO3,85,10,1.4852
nitric,硝酸,HNO3,85,15,1.4769
nitric,硝酸,HNO3,85,20,1.4686
nitric,硝酸,HNO3,85,25,1.4603
nitric,硝酸,HNO3,85,30,1.4518
nitric,硝酸,HNO3,86,5,1.4968
nitric,硝酸,HNO3,86,10,1.4883
nitric,硝酸,HNO3,86,15,1.4799
nitric,硝酸,HNO3,86,20,1.4716
nitric,硝酸,HNO3,86,25,1.4633
nitric,硝酸,HNO3,86,30,1.4548
nitric,硝酸,HNO3,87,5,1.4999
nitric,硝酸,HNO3,87,10,1.4913
nitric,硝酸,HNO3,87,15,1.4829
nitric,硝酸,HNO3,87,20,1.4745
nitric,硝酸,HNO3,87,25,1.4662
nitric,硝酸,HNO3,87,30,1.4577
nitric,硝酸,HNO3,88,5,1.5029
nitric,硝酸,HNO3,88,10,1.4942
nitric,硝酸,HNO3,88,15,1.4858
nitric,硝酸,HNO3,88,20,1.4773
nitric,硝酸,HNO3,88,25,1.469
nitric,硝酸,HNO3,88,30,1.4605
nitric,硝酸,HNO3,89,5,1.5058
nitric,硝酸,HNO3,89,10,1.497
nitric,硝酸,HNO3,89,15,1.4885
nitric,硝酸,HNO3,89,20,1.48
nitric,硝酸,HNO3,89,25,1.4716
nitric,硝酸,HNO3,89,30,1.4631
nitric,硝酸,HNO3,90,5,1.5085
nitric,硝酸,HNO3,90,10,1.4997
nitric,硝酸,HNO3,90,15,1.4911
nitric,硝酸,HNO3,90,20,1.4826
nitric,硝酸,HNO3,90,25,1.4741
nitric,硝酸,HNO3,90,30,1.4656
nitric,硝酸,HNO3,91,5,1.5111
nitric,硝酸,HNO3,91,10,1.5023
nitric,硝酸,HNO3,91,15,1.4936
nitric,硝酸,HNO3,91,20,1.485
nitric,硝酸,HNO3,91,25,1.4766
nitric,硝酸,HNO3,91,30,1.4681
nitric,硝酸,HNO3,92,5,1.5136
nitric,硝酸,HNO3,92,10,1.5048
nitric,硝酸,HNO3,92,15,1.496
nitric,硝酸,HNO3,92,20,1.4873
nitric,硝酸,HNO3,92,25,1.4789
nitric,硝酸,HNO3,92,30,1.4704
nitric,硝酸,HNO3,93,5,1.5156
nitric,硝酸,HNO3,93,10,1.5068
nitric,硝酸,HNO3,93,15,1.4979
nitric,硝酸,HNO3,93,20,1.4892
nitric,硝酸,HNO3,93,25,1.4807
nitric,硝酸,HNO3,93,30,1.4722
nitric,硝酸,HNO3,94,5,1.5177
nitric,硝酸,HNO3,94,10,1.5088
nitric,硝酸,HNO3,94,15,1.4999
nitric,硝酸,HNO3,94,20,1.4912
nitric,硝酸,HNO3,94,25,1.4826
nitric,硝酸,HNO3,94,30,1.4741
nitric,硝酸,HNO3,95,5,1.5198
nitric,硝酸,HNO3,95,10,1.5109
nitric,硝酸,HNO3,95,15,1.5019
nitric,硝酸,HNO3,95,20,1.4932
nitric,硝酸,HNO3,95,25,1.4846
nitric,硝酸,HNO3,95,30,1.4761
nitric,硝酸,HNO3,96,5,1.522
nitric,硝酸,HNO3,96,10,1.513
nitric,硝酸,HNO3,96,15,1.504
nitric,硝酸,HNO3,96,20,1.4952
nitric,硝酸,HNO3,96,25,1.4867
nitric,硝酸,HNO3,96,30,1.4781
nitric,硝酸,HNO3,97,5,1.5244
nitric,硝酸,HNO3,97,10,1.5152
nitric,硝酸,HNO3,97,15,1.5062
nitric,硝酸,HNO3,97,20,1.4974
nitric,硝酸,HNO3,97,25,1.4889
nitric,硝酸,HNO3,97,30,1.4802
nitric,硝酸,HNO3,98,5,1.5278
nitric,硝酸,HNO3,98,10,1.5187
nitric,硝酸,HNO3,98,15,1.5096
nitric,硝酸,HNO3,98,20,1.5008
nitric,硝酸,HNO3,98,25,1.4922
nitric,硝酸,HNO3,98,30,1.4835
nitric,硝酸,HNO3,99,5,1.5327
nitric,硝酸,HNO3,99,10,1.5235
nitric,硝酸,HNO3,99,15,1.5144
nitric,硝酸,HNO3,99,20,1.5056
nitric,硝酸,HNO3,99,25,1.4969
nitric,硝酸,HNO3,99,30,1.4881
nitric,硝酸,HNO3,100,5,1.5402
nitric,硝酸,HNO3,100,10,1.531
nitric,硝酸,HNO3,100,15,1.5217
nitric,硝酸,HNO3,100,20,1.5129
nitric,硝酸,HNO3,100,25,1.504
nitric,硝酸,HNO3,100,30,1.4952
sulfuric,硫酸,H2SO4,1,0,1.0074
sulfuric,硫酸,H2SO4,1,10,1.0068
sulfuric,硫酸,H2SO4,1,15,1.0060
sulfuric,硫酸,H2SO4,1,20,1.0051
sulfuric,硫酸,H2SO4,1,25,1.0038
sulfuric,硫酸,H2SO4,1,30,1.0022
sulfuric,硫酸,H2SO4,1,40,0.9986
sulfuric,硫酸,H2SO4,1,50,0.9944
sulfuric,硫酸,H2SO4,1,60,0.9895
sulfuric,硫酸,H2SO4,1,80,0.9779
sulfuric,硫酸,H2SO4,1,100,0.9645
sulfuric,硫酸,H2SO4,2,0,1.0147
sulfuric,硫酸,H2SO4,2,10,1.0138
sulfuric,硫酸,H2SO4,2,15,1.0129
sulfuric,硫酸,H2SO4,2,20,1.0118
sulfuric,硫酸,H2SO4,2,25,1.0104
sulfuric,硫酸,H2SO4,2,30,1.0087
sulfuric,硫酸,H2SO4,2,40,1.0050
sulfuric,硫酸,H2SO4,2,50,1.0006
sulfuric,硫酸,H2SO4,2,60,0.9956
sulfuric,硫酸,H2SO4,2,80,0.9839
sulfuric,硫酸,H2SO4,2,100,0.9705
sulfuric,硫酸,H2SO4,3,0,1.0219
sulfuric,硫酸,H2SO4,3,10,1.0206
sulfuric,硫酸,H2SO4,3,15,1.0197
sulfuric,硫酸,H2SO4,3,20,1.0184
sulfuric,硫酸,H2SO4,3,25,1.0169
sulfuric,硫酸,H2SO4,3,30,1.0152
sulfuric,硫酸,H2SO4,3,40,1.0113
sulfuric,硫酸,H2SO4,3,50,1.0067
sulfuric,硫酸,H2SO4,3,60,1.0017
sulfuric,硫酸,H2SO4,3,80,0.9900
sulfuric,硫酸,H2SO4,3,100,0.9766
sulfuric,硫酸,H2SO4,4,0,1.0291
sulfuric,硫酸,H2SO4,4,10,1.0275
sulfuric,硫酸,H2SO4,4,15,1.0264
sulfuric,硫酸,H2SO4,4,20,1.0250
sulfuric,硫酸,H2SO4,4,25,1.0234
sulfuric,硫酸,H2SO4,4,30,1.0216
sulfuric,硫酸,H2SO4,4,40,1.0176
sulfuric,硫酸,H2SO4,4,50,1.0129
sulfuric,硫酸,H2SO4,4,60,1.0078
sulfuric,硫酸,H2SO4,4,80,0.9961
sulfuric,硫酸,H2SO4,4,100,0.9827
sulfuric,硫酸,H2SO4,5,0,1.0364
sulfuric,硫酸,H2SO4,5,10,1.0344
sulfuric,硫酸,H2SO4,5,15,1.0332
sulfuric,硫酸,H2SO4,5,20,1.0317
sulfuric,硫酸,H2SO4,5,25,1.0300
sulfuric,硫酸,H2SO4,5,30,1.0281
sulfuric,硫酸,H2SO4,5,40,1.0240
sulfuric,硫酸,H2SO4,5,50,1.0192
sulfuric,硫酸,H2SO4,5,60,1.0140
sulfuric,硫酸,H2SO4,5,80,1.0022
sulfuric,硫酸,H2SO4,5,100,0.9888
sulfuric,硫酸,H2SO4,6,0,1.0437
sulfuric,硫酸,H2SO4,6,10,1.0414
sulfuric,硫酸,H2SO4,6,15,1.0400
sulfuric,硫酸,H2SO4,6,20,1.0385
sulfuric,硫酸,H2SO4,6,25,1.0367
sulfuric,硫酸,H2SO4,6,30,1.0347
sulfuric,硫酸,H2SO4,6,40,1.0305
sulfuric,硫酸,H2SO4,6,50,1.0256
sulfuric,硫酸,H2SO4,6,60,1.0203
sulfuric,硫酸,H2SO4,6,80,1.0084
sulfuric,硫酸,H2SO4,6,100,0.9950
sulfuric,硫酸,H2SO4,7,0,1.0511
sulfuric,硫酸,H2SO4,7,10,1.0485
sulfuric,硫酸,H2SO4,7,15,1.0469
sulfuric,硫酸,H2SO4,7,20,1.0453
sulfuric,硫酸,H2SO4,7,25,1.0434
sulfuric,硫酸,H2SO4,7,30,1.0414
sulfuric,硫酸,H2SO4,7,40,1.0371
sulfuric,硫酸,H2SO4,7,50,1.0321
sulfuric,硫酸,H2SO4,7,60,1.0266
sulfuric,硫酸,H2SO4,7,80,1.0146
sulfuric,硫酸,H2SO4,7,100,1.0013
sulfuric,硫酸,H2SO4,8,0,1.0585
sulfuric,硫酸,H2SO4,8,10,1.0556
sulfuric,硫酸,H2SO4,8,15,1.0539
sulfuric,硫酸,H2SO4,8,20,1.0522
sulfuric,硫酸,H2SO4,8,25,1.0502
sulfuric,硫酸,H2SO4,8,30,1.0481
sulfuric,硫酸,H2SO4,8,40,1.0437
sulfuric,硫酸,H2SO4,8,50,1.0386
sulfuric,硫酸,H2SO4,8,60,1.0330
sulfuric,硫酸,H2SO4,8,80,1.0209
sulfuric,硫酸,H2SO4,8,100,1.0076
sulfuric,硫酸,H2SO4,9,0,1.0660
sulfuric,硫酸,H2SO4,9,10,1.0628
sulfuric,硫酸,H2SO4,9,15,1.0610
sulfuric,硫酸,H2SO4,9,20,1.0591
sulfuric,硫酸,H2SO4,9,25,1.0571
sulfuric,硫酸,H2SO4,9,30,1.0549
sulfuric,硫酸,H2SO4,9,40,1.0503
sulfuric,硫酸,H2SO4,9,50,1.0451
sulfuric,硫酸,H2SO4,9,60,1.0395
sulfuric,硫酸,H2SO4,9,80,1.0273
sulfuric,硫酸,H2SO4,9,100,1.0140
sulfuric,硫酸,H2SO4,10,0,1.0735
sulfuric,硫酸,H2SO4,10,10,1.0700
sulfuric,硫酸,H2SO4,10,15,1.0681
sulfuric,硫酸,H2SO4,10,20,1.0661
sulfuric,硫酸,H2SO4,10,25,1.0640
sulfuric,硫酸,H2SO4,10,30,1.0617
sulfuric,硫酸,H2SO4,10,40,1.0570
sulfuric,硫酸,H2SO4,10,50,1.0517
sulfuric,硫酸,H2SO4,10,60,1.0460
sulfuric,硫酸,H2SO4,10,80,1.0338
sulfuric,硫酸,H2SO4,10,100,1.0204
sulfuric,硫酸,H2SO4,11,0,1.0810
sulfuric,硫酸,H2SO4,11,10,1.0773
sulfuric,硫酸,H2SO4,11,15,1.0753
sulfuric,硫酸,H2SO4,11,20,1.0731
sulfuric,硫酸,H2SO4,11,25,1.0710
sulfuric,硫酸,H2SO4,11,30,1.0686
sulfuric,硫酸,H2SO4,11,40,1.0637
sulfuric,硫酸,H2SO4,11,50,1.0584
sulfuric,硫酸,H2SO4,11,60,1.0526
sulfuric,硫酸,H2SO4,11,80,1.0403
sulfuric,硫酸,H2SO4,11,100,1.0269
sulfuric,硫酸,H2SO4,12,0,1.0886
sulfuric,硫酸,H2SO4,12,10,1.0846
sulfuric,硫酸,H2SO4,12,15,1.0825
sulfuric,硫酸,H2SO4,12,20,1.0802
sulfuric,硫酸,H2SO4,12,25,1.0780
sulfuric,硫酸,H2SO4,12,30,1.0756
sulfuric,硫酸,H2SO4,12,40,1.0705
sulfuric,硫酸,H2SO4,12,50,1.0651
sulfuric,硫酸,H2SO4,12,60,1.0593
sulfuric,硫酸,H2SO4,12,80,1.0469
sulfuric,硫酸,H2SO4,12,100,1.0335
sulfuric,硫酸,H2SO4,13,0,1.0962
sulfuric,硫酸,H2SO4,13,10,1.0920
sulfuric,硫酸,H2SO4,13,15,1.0898
sulfuric,硫酸,H2SO4,13,20,1.0874
sulfuric,硫酸,H2SO4,13,25,1.0851
sulfuric,硫酸,H2SO4,13,30,1.0826
sulfuric,硫酸,H2SO4,13,40,1.0774
sulfuric,硫酸,H2SO4,13,50,1.0719
sulfuric,硫酸,H2SO4,13,60,1.0661
sulfuric,硫酸,H2SO4,13,80,1.0536
sulfuric,硫酸,H2SO4,13,100,1.0402
sulfuric,硫酸,H2SO4,14,0,1.1039
sulfuric,硫酸,H2SO4,14,10,1.0994
sulfuric,硫酸,H2SO4,14,15,1.0971
sulfuric,硫酸,H2SO4,14,20,1.0947
sulfuric,硫酸,H2SO4,14,25,1.0922
sulfuric,硫酸,H2SO4,14,30,1.0897
sulfuric,硫酸,H2SO4,14,40,1.0844
sulfuric,硫酸,H2SO4,14,50,1.0788
sulfuric,硫酸,H2SO4,14,60,1.0729
sulfuric,硫酸,H2SO4,14,80,1.0603
sulfuric,硫酸,H2SO4,14,100,1.0469
sulfuric,硫酸,H2SO4,15,0,1.1116
sulfuric,硫酸,H2SO4,15,10,1.1069
sulfuric,硫酸,H2SO4,15,15,1.1045
sulfuric,硫酸,H2SO4,15,20,1.1020
sulfuric,硫酸,H2SO4,15,25,1.0994
sulfuric,硫酸,H2SO4,15,30,1.0968
sulfuric,硫酸,H2SO4,15,40,1.0914
sulfuric,硫酸,H2SO4,15,50,1.0857
sulfuric,硫酸,H2SO4,15,60,1.0798
sulfuric,硫酸,H2SO4,15,80,1.0671
sulfuric,硫酸,H2SO4,15,100,1.0537
sulfuric,硫酸,H2SO4,16,0,1.1194
sulfuric,硫酸,H2SO4,16,10,1.1145
sulfuric,硫酸,H2SO4,16,15,1.1120
sulfuric,硫酸,H2SO4,16,20,1.1094
sulfuric,硫酸,H2SO4,16,25,1.1067
sulfuric,硫酸,H2SO4,16,30,1.1040
sulfuric,硫酸,H2SO4,16,40,1.0985
sulfuric,硫酸,H2SO4,16,50,1.0927
sulfuric,硫酸,H2SO4,16,60,1.0868
sulfuric,硫酸,H2SO4,16,80,1.0740
sulfuric,硫酸,H2SO4,16,100,1.0605
sulfuric,硫酸,H2SO4,17,0,1.1272
sulfuric,硫酸,H2SO4,17,10,1.1221
sulfuric,硫酸,H2SO4,17,15,1.1195
sulfuric,硫酸,H2SO4,17,20,1.1168
sulfuric,硫酸,H2SO4,17,25,1.1141
sulfuric,硫酸,H2SO4,17,30,1.1113
sulfuric,硫酸,H2SO4,17,40,1.1057
sulfuric,硫酸,H2SO4,17,50,1.0998
sulfuric,硫酸,H2SO4,17,60,1.0938
sulfuric,硫酸,H2SO4,17,80,1.0809
sulfuric,硫酸,H2SO4,17,100,1.0674
sulfuric,硫酸,H2SO4,18,0,1.1351
sulfuric,硫酸,H2SO4,18,10,1.1298
sulfuric,硫酸,H2SO4,18,15,1.1271
sulfuric,硫酸,H2SO4,18,20,1.1243
sulfuric,硫酸,H2SO4,18,25,1.1215
sulfuric,硫酸,H2SO4,18,30,1.1187
sulfuric,硫酸,H2SO4,18,40,1.1129
sulfuric,硫酸,H2SO4,18,50,1.1070
sulfuric,硫酸,H2SO4,18,60,1.1009
sulfuric,硫酸,H2SO4,18,80,1.0879
sulfuric,硫酸,H2SO4,18,100,1.0744
sulfuric,硫酸,H2SO4,19,0,1.1430
sulfuric,硫酸,H2SO4,19,10,1.1375
sulfuric,硫酸,H2SO4,19,15,1.1347
sulfuric,硫酸,H2SO4,19,20,1.1318
sulfuric,硫酸,H2SO4,19,25,1.1290
sulfuric,硫酸,H2SO4,19,30,1.1261
sulfuric,硫酸,H2SO4,19,40,1.1202
sulfuric,硫酸,H2SO4,19,50,1.1142
sulfuric,硫酸,H2SO4,19,60,1.1081
